RT @HeidiTringe: Highest Energy. Most Fun. 4+hours. Best. Concert. Ever. @springsteen #theboss #TheRiverTour https://t.co/19IcXbDOaH	70
RT @BellaPori: In case anyone thought I was kidding: #LSAT logic game based around NYC Serenade by @springsteen https://t.co/DNOvYrUam0	103
RT @GilletteStadium: Fan love at #TheRiverTour. https://t.co/heRaqXUkyw	129
RT @GilletteStadium: Concert day.  See you soon  @springsteen!  #TheRiverTour	81
Now available for preorder -- the Born To Run Deluxe Limited Edition at select retailers. https://t.co/I0G5qy0TrR https://t.co/J8ezCp6Sa7	211
RT @VanityFair: Will Bruce @Springsteen ever downsize to (gulp) mere two-hour shows? https://t.co/NjPRFgvvlD https://t.co/Mj1cl7tX8R	140
RT @tmorello: An interesting article &amp; great argument starter. Every @springsteen song ranked: https://t.co/5k3d30neIg	664
Bruce in his own words. #BornToRun https://t.co/44X0G7FRWi	816
San Fran! General on sale for Bruce In Conversation with Dan Stone on 10/5 at @cityartssf starts today at 10am PT. https://t.co/7ieoHFuZkI	31
RT @Stand4Heroes: Springsteen  Seinfeld  Jon Stewart Lead Stand Up for Heroes 2016 Lineup https://t.co/heqqcVJRad via @RollingStone	107
New Zealand - see you in February! More info and pre-sale details at https://t.co/rY3AZHwVNE https://t.co/cjDi3fCoMg	117
Australia! Bruce &amp; The E St. Band return this summer! Tix on sale Sep. 23. More info at https://t.co/rY3AZHwVNE https://t.co/MFJijuzXXS	224
New York! Join Bruce in conversation with @NewYorker editor David Remnick. Tix - 9/14 at https://t.co/tH4Ws3Y2aq. https://t.co/EiZ8tkHIFc	94
All events include a pre-signed copy of Bruce's new book. Get more information at https://t.co/YahXTKffvV.	60
Bruce Springsteen will be making several special appearances this fall to celebrate the release of #BornToRun! https://t.co/zpl2O8METq	436
PGH! Find us at the main entrance  Sec. 109 &amp; the Key Bank stand by the esc. to take your own pic with #BornToRun! https://t.co/jgn75Bpl84	157
Thanks for another incredible night of #TheRiverTour  Philly! See more photos at https://t.co/YahXTKffvV. https://t.co/llFzLLkzrI	293
4 hours and 4 minutes of #TheRiverTour in Philly! See photos of the record-breaking show at https://t.co/YahXTKffvV https://t.co/EfTaEROlwP	534
RT @MattLombardo975: Rosalita came out tonight in Philly! @springsteen. https://t.co/A2DzgGdFsL	153
RT @emily_coch: live from @springsteen in philly:  thundercrack.   that's all.	51
PHL! Find us at the tent at 11th &amp; Patterson  Sec. 122  132  114 &amp; storefront to take your own pic with #BornToRun! https://t.co/CbPd2QTMVn	156
Photo by @annieleibovitz. See more from Bruce's @VanityFair cover story at https://t.co/ODvU1TxJqF https://t.co/TwveWIZpYW	445
Thank you Virginia Beach! See more photos from last night's show at https://t.co/YahXTKffvV. #TheRiverTour https://t.co/V4SCzoIUuE	150
Bruce is on the cover of October's @VanityFair. Read the story here: https://t.co/ODvU1TxJqF https://t.co/Q9Ec289VEU	725
VA! Come to guest services  the main front gate and stage right/left plazas to take your own pic with #BornToRun! https://t.co/cqdzpjAm7S	215
Bruce Springsteen and the E Street Band's Virginia Beach concert has been rescheduled to Monday  Sept. 5. Details on https://t.co/YahXTKffvV	187
What a great night of #TheRiverTour at Nationals Park! See more photos from the show at https://t.co/YahXTJXE7l. https://t.co/jcwN2b24ep	338
RT @katieledecky: Is there anybody alive out there tonight?! Thanks @springsteen! https://t.co/5DzbexuS9x	1619
DC! Come find us at Section 107 Centerfield Plaza and Sections 114  125 &amp; 134 to take your own pic with #BornToRun! https://t.co/JYJn3vVX1C	161
"Even from my original manuscript  everything was rewritten 2 or 3 times  very similar to the songwriting process." https://t.co/TFvJeGjvSq	779
RT @MBTA: #MBTA @MBTA_CR is providing service to @GilletteStadium to see @springsteen on September 14. Info: https://t.co/QSt54hLh0r	28
Pre-order the audio recordings of #TheRiverTour's 3 epic nights at NJ's MetLife Stadium now: https://t.co/hhqW6LnkMW https://t.co/ESbKvwANZ6	178
New video: Bruce discusses finding his voice while writing his autobiography #BornToRun https://t.co/4CiQH6zIyw	250
"This was the set list from heaven  with Springsteen serving as our rock 'n' roll preacher..." - @billboard https://t.co/i63fg6FmXE	326
Another record-breaking night of #TheRiverTour in NJ! Photos of the 4 hour  1 minute show at https://t.co/YahXTKffvV https://t.co/JQrou57iVh	439
NJ! Stop by the merch stands in Section 117  133  &amp; 144 to snap a pic with the #BornToRun cover &amp; share it with us! https://t.co/JL5O6XzmIv	92
N.Y.C. The River  #ChapterAndVerse #BornToRun https://t.co/g46FlXqjae	160
Chicago! Thanks for a great night of #TheRiverTour on Sunday. See photos from the show at https://t.co/YahXTKffvV https://t.co/bnRvy8KMda	220
Chicago! Stop by the merch stands in Section 101 &amp; 109 to snap a pic with the #BornToRun cover &amp; share them with us! https://t.co/9LapJJ6B6w	129
More pics from Thursday's epic 3:59 concert at @MLStadium by @Danny_Clinch. See them all at https://t.co/YahXTKffvV. https://t.co/cKceCddXCC	396
.@tmorello joining the E Street Band once again for "41 Shots." #TheRiverTour https://t.co/aIYWZI9PPf	164
"Death To My Hometown" featuring @tmorello #TheRiverTour https://t.co/RSiyGVDlee	148
"Night" to celebrate the 41st birthday of #BornToRun!	226
Opening Night 2 at @MLStadium with "NYC Serenade" and strings! #TheRiverTour https://t.co/YQV3fpkQCE	164
New Jersey! Ready for another night of #TheRiverTour? https://t.co/STDBLMqs6l	150
NJ! Come to the merch stands in Sec. 133 &amp; 144 at @MLStadium to take your own pic with the cover of #BornToRun! https://t.co/KVCqlmNn3C	284
NJ! Come to the merch stands in Sec. 133 &amp; 144 at @MLStadium to take your own pic with the cover of #BornToRun! https://t.co/KVCqlmNn3C	284
...just in time to celebrate the 41st anniversary of the #BornToRun album! https://t.co/CsmA8APnoG	491
Hot off the press... the first copy of Bruce's autobiography #BornToRun! https://t.co/jmJkyIYGKD	709
RT @YesThatAdamBarr: More than 3 1/2 hours in  still going strong. @springsteen @MLStadium https://t.co/Dyis4jApoF	94
RT @Rlevin85: .@springsteen is about to hit hour 4!!!!	79
RT @News12NJ: Bruce @springsteen and the E Street Band kick off 1st of 3 New Jersey concerts #NJTonight https://t.co/QYVse0Eo6A	72
Greetings from East Rutherford  NJ! #TheRiverTour https://t.co/pkfEkXg6Z5	241
Seeing some great signs tonight at @MLStadium! #TheRiverTour https://t.co/Xls9oIvelf	114
"Why the selfie? Why always the selfie?!" -Bruce on "Santa Claus Is Coming To Town"... in August? #TheRiverTour	171
Bruce x 3 at @MLStadium for "Wrecking Ball." #TheRiverTour https://t.co/ykYDft0SJJ	120
RT @MLStadium: Gates now open! Welcome home @springsteen &amp; the E Street Band fans! #TheRiverTour https://t.co/ocESUqfbJm	72
Beautiful day for a show! #TheRiverTour https://t.co/xfSYdt6cPK	113
RT @GreasyLake: Pit Lottery #MetLifeStadium #Springsteen #TheRiverTour https://t.co/XTJapLBcNV	33
Breakin' out at The Bottom Line...   #ChapterAndVerse #BornToRun https://t.co/8POnmNuHwa	110
NEW JERSEY! We are ready for you! Get all the details on the upcoming shows at @MLStadium here: https://t.co/YGOisRaVH8	111
"They said  'Sit down ' I stood up. Ooh-ooh growin' up."  Chapter &amp; Verse out Sept. 23: https://t.co/S3CmbmSsAe https://t.co/jHgnzZXnh3	365
A look back at #TheRiverTour Europe https://t.co/ynDdb3FcEk	179
RT @SimonBooks: Read the foreword to @springsteen's memoir "Born to Run" here: https://t.co/rltK42j9f2. https://t.co/WSeivtVCtZ	179
Read the complete foreword from Bruce Springsteen's autobiography at https://t.co/YahXTKffvV https://t.co/cQ70OhKAqW	587
See all the upcoming US dates and grab tickets at https://t.co/YahXTKffvV!	69
A note from Bruce... We look forward to seeing all our U.S. fans on our upcoming summer leg! #TheRiverTour https://t.co/pFTQNyl4M3	703
RT @ColumbiaRecords: Including @springsteen and @Adele! Thanks @VP Biden! https://t.co/kwSjFRY7kv	50
Springsteen in his own words. Coming September 27. Pre-order now at https://t.co/J0Cs0BRpUE. https://t.co/Ma91zGABCQ	431
Happy #NationalBookLoversDay... only 49 more to go until the release of Born To Run. https://t.co/sRjXRTWUUc https://t.co/0iGgkKt2D2	514
RT @AppleMusic: Bringing the autobiography to life. @springsteen's #ChapterAndVerse coming soon! https://t.co/vW3LaD8ZhZ	145
Zurich! Thanks for closing the European leg of #TheRiverTour with us. See more photos at https://t.co/YahXTKffvV https://t.co/CqnIHTPEoP	336
Thank you Oslo! See more photos from yesterday's #TheRiverTour show at https://t.co/YahXTKffvV https://t.co/eRPZKXj4d7	146
The highly anticipated autobiography #BornToRun is also available to pre-order now: https://t.co/tXO7Kaa7b1 https://t.co/w8JedgtH6j	196
Chapter &amp; Verse  the companion album to Bruce's autobiography  is available to pre-order now https://t.co/S3CmbmSsAe https://t.co/W2dleArR40	544
Pre show "Working on the Highway" at #TheRiverTour Oslo at Frognerparken! https://t.co/dt1Bzl9I3x	165
Get a taste of 'Chapter &amp; Verse ' the companion album to Bruce's 'Born To Run' biography here: https://t.co/2P88bqWupj	357
Pre-orders for the album launch Friday  and you can read the full release at https://t.co/YahXTKffvV https://t.co/udJgKQ9aDp	287
Coming Sept. 23: 'Chapter &amp; Verse ' the companion album to Bruce's 'Born To Run' autobiography  including 5 previously unreleased tracks.	661
Thanks for braving the rain for #TheRiverTour  Trondheim!  See more photos from the show at https://t.co/YahXTKffvV https://t.co/Ed2pZPxrKy	186
All proceeds go to @TheFoodBankMOC @kacfund and @SurfersHealing. https://t.co/huSkvhFJbx https://t.co/pAzdD9i41i	132
Check out these special @Danny_Clinch x @streetplantbrnd boards at https://t.co/huSkvhFJbx. https://t.co/umFDmmP1yy	96
RT @NBA: The NBA issued the following statement today regarding the 2017 NBA All-Star Game https://t.co/2yo1YDA2Un	5487
Bruce and the E Street Band named 2016's top global touring act; #TheRiverTour to end 9/14: https://t.co/YahXTKffvV https://t.co/AjGkVz1mXY	695
Horsens! Thanks for a great night of #TheRiverTour. See more photos of the show on https://t.co/YahXTKffvV https://t.co/bL8tI33Et7	124
Getting ready to open the doors in Horsens  Denmark! #TheRiverTour https://t.co/D1KkxQDxym	119
Help get kids free  healthy food when they need it the most. Support #SummerMealsRock: https://t.co/1fUPTJHjNi https://t.co/soIewjm605	296
Dream Baby Dream. https://t.co/cy1vWP3sga	521
A statement from Bruce Springsteen on the passing of Alan Vega -- https://t.co/YahXTKffvV	209
RT @alfgunvald: Then there was Independence Day. With #circomassimo lit up.  #Springsteen #TheRiverTour https://t.co/LVFH0MG0XT	123
RT @giobagordo: #TheRiverTour hits #Rome  hats off  @springsteen is #TheBoss https://t.co/8v9tm5PpqC	73
No power? No problem! Photo by Patti Scialfa during Monday night's brief power outage in Paris. https://t.co/Les9DgEEda	204
Thanks to everyone who came to see Bruce &amp; The E Street Band at #TWC16!   See more photos at https://t.co/YahXTKffvV https://t.co/Ro4OiMSc4S	340
A note from Bruce to San Siro: https://t.co/YahXTKffvV https://t.co/TAg4Mgda3d	295
Thank you Milan! #TheRiverTour https://t.co/S31RjAPrye	332
Thanks to everyone who came out to #TheRiverTour in Oslo! See more photos from the show at https://t.co/YahXTKffvV. https://t.co/f1j2Bbljub	240
Thanks for two incredible nights of #TheRiverTour  Gothenburg! See more photos at https://t.co/YahXTKffvV https://t.co/bZpWTNDqh2	259
Getting ready for night 2 of #TheRiverTour in Gothenburg! https://t.co/Lfuec7AShP	153
Thank you  Copenhagen! See more from Morten Rygaard at https://t.co/YahXTJXE7l. Next stop: Gothenburg! #TheRiverTour https://t.co/vdwD5hTYPi	251
Thanks for another great night of #TheRiverTour  Berlin! More photos from tonight's show on https://t.co/YahXTKffvV https://t.co/pW7P9KuqZa	416
Hello from Berlin! #TheRiverTour https://t.co/4YXPcT456J	309
Looking for a last minute father's day gift? Pre-order Bruce's upcoming autobiography 'Born To Run' here: https://t.co/sRjXRTWUUc	216
RT @PhilPomroy: Wembley!!! #TheRiverTourWembley the e street nation were amazing as ever!!! #TheRiverTour https://t.co/sV90dOGLpV	29
Official setlist: 6/5 #TheRiverTour London at @wembleystadium https://t.co/PjzqBbWoyh	172
Coventry! Thanks for an incredible show last night. See more #TheRiverTour photos at https://t.co/YahXTKffvV https://t.co/aPETPp24fm	353
RT @DeniRoberts1: @springsteen  And I still have ticket from fabulous concert  which coincidently was 4th June. https://t.co/Gzrnid2gA9	55
Anybody else spinning their original LP today? Happy 32nd birthday  #BornInTheUSA! https://t.co/oOss7qbvon	1050
"Son take a good look around  this is your hometown..." https://t.co/4yxzBIKhzu	269
"This gun's for hire even if we're just dancing in the dark..." https://t.co/cTXGpn4cUs	385
"Glory days  well they'll pass you by. Glory days  in the wink of a young girl's eye. Glory days  glory days..." https://t.co/UdWix0WR4V	425
"Only you can cool my desire. Oh  I'm on fire..." https://t.co/wSVg0KEmdC	326
"Born in the USA  I was born in the USA..." https://t.co/ZSeIX2xLQr	269
#BornInTheUSA was released 32 years ago today. Listen here &amp; celebrate the anniversary: https://t.co/fspX6dlwyi https://t.co/LqzmY3ViVu	2269
Official setlist: 6/3 #TheRiverTour Coventry https://t.co/mu9aLF89j0	199
